#OTU ID	TestBx10_S39	TestBx11_S40	TestBx12_S41	TestBx13_S42	TestBx15_S43	TestBx16_S44	TestBx17_S45	TestBx18_S46	TestBx19_S47	TestBx20_S49	TestBx21_S50	TestBx22_S51	TestBx24_S52	TestBx25_S53	TestBx26_S54	TestBx27_S55	TestBx29_S56	TestBx2_S48	TestBx32_S58	TestBx33_S59	TestBx3_S57	TestBx4_S60	TestBx9_S61	TestFA10_S62	TestFA11_S63	TestFA12_S64	TestFA13_S65	TestFA15_S66	TestFA16_S67	TestFA17_S68	TestFA18_S69	TestFA19_S70	TestFA20_S72	TestFA21_S73	TestFA22_S74	TestFA24_S75	TestFA25_S76	TestFA26_S77	TestFA27_S78	TestFA29_S79	TestFA2_S71	TestFA32_S81	TestFA33_S82	TestFA3_S80	TestFA4_S83	TestFA9_S84
Metabolism;Carbohydrate Metabolism;C5-Branched dibasic acid metabolism	0.003315125	0.003537729	0.003102758	0.003409943	0.003292343	0.003199244	0.003281198	0.003519736	0.002949469	0.003482183	0.003680398	0.003362861	0.003444471	0.003182019	0.003123259	0.00344907	0.003397688	0.003263229	0.003464819	0.003344424	0.003488386	0.003458453	0.003258853	0.00329984	0.003604344	0.003558395	0.003380967	0.003260039	0.003313957	0.003311457	0.003594691	0.002985422	0.003653114	0.003620004	0.00335684	0.003434556	0.003276671	0.002975159	0.003551555	0.003418201	0.004153141	0.003552914	0.003481509	0.003491821	0.003559801	0.003437349
Metabolism;Carbohydrate Metabolism;Citrate cycle (TCA cycle)	0.005076136	0.005489727	0.00614811	0.005493313	0.004634521	0.005046283	0.006419145	0.006044737	0.005839865	0.005108284	0.005082844	0.00582421	0.006515905	0.00586844	0.00610902	0.006303185	0.006846767	0.007488637	0.007575401	0.007326527	0.006595881	0.006102022	0.007206595	0.005525115	0.005781715	0.004349919	0.005851877	0.005788778	0.006285784	0.00679833	0.00686509	0.00621154	0.005925268	0.0052455	0.006366527	0.004281123	0.007280865	0.005655734	0.006061661	0.006589222	0.004128203	0.006742471	0.006312301	0.007234582	0.005898794	0.006336716
Metabolism;Carbohydrate Metabolism;Fructose and mannose metabolism	0.010174341	0.011450367	0.012673915	0.011929786	0.010337074	0.013587229	0.010596596	0.010934815	0.012057034	0.010283261	0.011435698	0.012559159	0.01083061	0.009144346	0.01153016	0.011431205	0.009644827	0.009958561	0.010142909	0.009809198	0.011568742	0.013558401	0.009094718	0.011557892	0.011276691	0.013308487	0.011113286	0.010147228	0.012488109	0.010499274	0.011041884	0.01152307	0.011731256	0.010693435	0.012008441	0.012147037	0.010313769	0.011162135	0.01203047	0.009838047	0.010203838	0.010429616	0.011571234	0.01098547	0.012781605	0.011177632
Metabolism;Carbohydrate Metabolism;Galactose metabolism	0.008502694	0.008399224	0.008245454	0.008120548	0.008726452	0.009120969	0.0083843	0.008274156	0.008855679	0.009545086	0.008162567	0.009018583	0.008798322	0.005568295	0.009435937	0.008433549	0.007867395	0.006940003	0.009369176	0.007947882	0.008108984	0.00946827	0.006706094	0.008389602	0.008452876	0.00906447	0.008224439	0.007806509	0.008666961	0.007990428	0.007775146	0.009048838	0.009756621	0.008178763	0.00915436	0.009254939	0.007837376	0.010132879	0.008391006	0.007818157	0.008584909	0.00858444	0.008298004	0.007674036	0.009164681	0.007296037
Metabolism;Carbohydrate Metabolism;Glycolysis / Gluconeogenesis	0.011569266	0.011357592	0.011992906	0.011627671	0.011580823	0.011682713	0.011024423	0.011346405	0.011566606	0.011001051	0.011536278	0.011607804	0.011251486	0.009649897	0.01107909	0.011687664	0.010957247	0.011412551	0.01061323	0.01113396	0.011329255	0.011450438	0.011084495	0.011836425	0.01145958	0.012538686	0.011588039	0.011664017	0.011609478	0.010980985	0.011345813	0.011600811	0.010949268	0.011590421	0.011357885	0.012530292	0.011002109	0.011414347	0.011966746	0.011035493	0.01121732	0.010796404	0.011674192	0.011196992	0.011601172	0.011801302
Metabolism;Carbohydrate Metabolism;Glyoxylate and dicarboxylate metabolism	0.005986463	0.005686027	0.005730281	0.006010428	0.005826782	0.005810717	0.005623582	0.005719895	0.005340515	0.005749086	0.005693098	0.006039402	0.005787605	0.005470445	0.006033745	0.005817125	0.005644424	0.005988317	0.005682121	0.005947122	0.006063741	0.006158227	0.006652106	0.005303171	0.005733146	0.005794761	0.005944038	0.005804051	0.005712184	0.005679518	0.005904364	0.005360993	0.005814483	0.005552628	0.005843569	0.005582942	0.00575163	0.005758776	0.005966808	0.005623489	0.005099743	0.00567012	0.006229898	0.006126945	0.006018095	0.006218365
Metabolism;Carbohydrate Metabolism;Inositol phosphate metabolism	0.000832438	0.000845513	0.000801657	0.000878181	0.00069963	0.000914529	0.000857326	0.000871272	0.00072095	0.000761472	0.000842514	0.000928099	0.000828513	0.000915616	0.001018602	0.000973185	0.000928054	0.001192316	0.000919694	0.000936386	0.001063266	0.000983705	0.001186592	0.000920016	0.000847734	0.000760107	0.000881865	0.000846686	0.001005973	0.000906608	0.001002745	0.000740305	0.000928209	0.000781195	0.000973943	0.000647517	0.000947204	0.000999738	0.000939978	0.000936095	0.000570587	0.000905425	0.000974653	0.001091028	0.000999604	0.001061034
Metabolism;Carbohydrate Metabolism;Pentose and glucuronate interconversions	0.006395394	0.006247515	0.006199219	0.005803096	0.007531806	0.007024438	0.006264657	0.006285373	0.00760142	0.006951691	0.006752558	0.007106136	0.006093972	0.005811124	0.007436587	0.006587983	0.005653604	0.005803316	0.005950815	0.005902531	0.006097618	0.007605162	0.005254951	0.006070275	0.006145651	0.006244903	0.005964959	0.006589466	0.006697104	0.005756662	0.006134054	0.007189753	0.007051564	0.006395683	0.006920867	0.006380195	0.005737875	0.007076716	0.006724156	0.005788657	0.003989253	0.005604505	0.006230495	0.006141686	0.006621494	0.005515244
Metabolism;Carbohydrate Metabolism;Pentose phosphate pathway	0.009010395	0.009554924	0.009155923	0.009165583	0.009809508	0.010386972	0.009375724	0.009710992	0.010451334	0.009263672	0.009860073	0.00987698	0.009063024	0.007753411	0.009894156	0.009769741	0.008946707	0.009244	0.008541215	0.008695221	0.009444708	0.010707514	0.008256093	0.009554621	0.009570463	0.009690494	0.009172414	0.009651981	0.010273333	0.009172024	0.009743134	0.009828888	0.009916468	0.009280323	0.009575942	0.009835538	0.008499393	0.009248073	0.010180243	0.009114799	0.008465007	0.008720626	0.009077207	0.009571634	0.010085922	0.008863311
Metabolism;Carbohydrate Metabolism;Propanoate metabolism	0.005180694	0.004878375	0.005235045	0.004890514	0.004366451	0.004721727	0.004562772	0.004825223	0.004559143	0.004734869	0.004987117	0.004886438	0.004624493	0.004152395	0.004745183	0.004749964	0.004446456	0.00461315	0.004492549	0.004596184	0.004944015	0.004773607	0.006268285	0.004674921	0.0047393	0.005461293	0.004631031	0.004524098	0.004354065	0.004587497	0.004853062	0.004408187	0.004841854	0.004927916	0.004786098	0.0049731	0.004768758	0.004957425	0.00479944	0.004574717	0.005269395	0.004665321	0.005057172	0.004782795	0.004861887	0.005405679
Metabolism;Carbohydrate Metabolism;Pyruvate metabolism	0.010480729	0.010598767	0.01086053	0.010607465	0.009715926	0.010429846	0.010115368	0.010583342	0.010100942	0.01022957	0.010602637	0.010676246	0.010378499	0.009992835	0.010013664	0.010305018	0.010246428	0.010474821	0.010326713	0.010348502	0.010444021	0.010433559	0.011201382	0.01057788	0.010468333	0.011472887	0.010486789	0.010335646	0.00992936	0.010128388	0.010533053	0.010240262	0.010629247	0.010864304	0.010780767	0.010773344	0.010600837	0.010141592	0.01049537	0.010447339	0.011419846	0.010518697	0.011009114	0.010238207	0.010757679	0.01141172
Metabolism;Carbohydrate Metabolism;Starch and sucrose metabolism	0.013045596	0.011643732	0.011230837	0.011966881	0.01434437	0.011003234	0.011074822	0.010693662	0.010620083	0.014364942	0.011861272	0.012534558	0.01219384	0.009043656	0.011526034	0.011811936	0.011248953	0.009575239	0.01253844	0.010853067	0.011126722	0.012203088	0.009021352	0.012186465	0.011679937	0.012880235	0.011618254	0.011902225	0.010913929	0.011040615	0.010236155	0.011036513	0.012917805	0.012188222	0.012458313	0.012464147	0.0110315	0.012139234	0.011843654	0.010979921	0.012392096	0.011609798	0.011524215	0.01033458	0.012336458	0.010341614
Metabolism;Energy Metabolism;Carbon fixation in photosynthetic organisms	0.006179248	0.006720761	0.00649192	0.006548546	0.006339247	0.006938675	0.006951618	0.006755915	0.006861204	0.006376188	0.006653554	0.006734179	0.00680094	0.005708692	0.006707064	0.007001315	0.006850113	0.006544894	0.007031591	0.006701964	0.006854043	0.007193148	0.006016066	0.006644315	0.007030448	0.006516617	0.006586757	0.006579357	0.007264373	0.007026073	0.006910132	0.006871283	0.007016414	0.006509673	0.006861317	0.006580904	0.006379044	0.006302033	0.007134933	0.006756578	0.00607523	0.006689379	0.006611021	0.006869576	0.00715745	0.006138577
Metabolism;Energy Metabolism;Carbon fixation pathways in prokaryotes	0.008480728	0.009088888	0.009847214	0.009225897	0.007531358	0.008759763	0.01008374	0.009428856	0.009340035	0.008388583	0.008715725	0.009273687	0.010208585	0.008805564	0.00926332	0.009742468	0.01037435	0.010168211	0.011163628	0.010864609	0.009926105	0.008969454	0.010506898	0.009236796	0.009338235	0.008471475	0.009442385	0.008984166	0.009563179	0.010388694	0.010009087	0.009853586	0.009471681	0.009167361	0.009996164	0.008085034	0.010819114	0.00923542	0.009364861	0.010017588	0.0079343	0.010348632	0.0100305	0.010261858	0.009205829	0.00981045
Metabolism;Energy Metabolism;Methane metabolism	0.01299236	0.013144934	0.013064802	0.013286672	0.013475472	0.013700806	0.012811625	0.01274213	0.013090218	0.013344409	0.013455204	0.013485336	0.012825461	0.010084282	0.012587383	0.013323617	0.012770628	0.011052483	0.011851625	0.011734523	0.012919196	0.014367713	0.010910926	0.013035547	0.012865108	0.014129584	0.012375572	0.012231145	0.012792253	0.012578783	0.012413653	0.012271773	0.013404358	0.0129714	0.013151119	0.014045106	0.01174456	0.012184946	0.013671972	0.01254123	0.013450046	0.012474568	0.0128538	0.012364606	0.013899579	0.011999751
Metabolism;Energy Metabolism;Nitrogen metabolism	0.007312389	0.007513346	0.007318586	0.007419288	0.007028214	0.007668778	0.007703147	0.007501913	0.007649098	0.007562797	0.007001455	0.007655616	0.008047937	0.004238445	0.008200676	0.007195226	0.00776933	0.006957424	0.008304534	0.007687495	0.007622628	0.007929628	0.007299027	0.007276952	0.007450645	0.006799486	0.007400148	0.006954747	0.007810656	0.007727872	0.007499958	0.007704424	0.007771993	0.007016091	0.0078961	0.007426766	0.007394576	0.008188101	0.007045364	0.007506434	0.006974118	0.007792711	0.007334882	0.007646179	0.007770136	0.006788142
Metabolism;Energy Metabolism;Oxidative phosphorylation	0.011227267	0.011907596	0.011827232	0.012189435	0.010044508	0.012421872	0.01251867	0.012315802	0.011066731	0.011246822	0.011399524	0.011908714	0.012832275	0.010709744	0.011135006	0.011306694	0.012250963	0.012830962	0.012718104	0.012391821	0.012272796	0.011725142	0.01272703	0.011227862	0.011683358	0.011622705	0.012070554	0.011052617	0.011786815	0.012364436	0.01219846	0.011431669	0.011757857	0.011485885	0.012093011	0.011948272	0.012457758	0.011307784	0.011046178	0.012159259	0.012143775	0.012570991	0.012616889	0.012110799	0.012037839	0.013076191
Metabolism;Energy Metabolism;Photosynthesis	0.004375442	0.003633354	0.003276829	0.00391113	0.004882197	0.003568185	0.003956993	0.003535767	0.003353237	0.004319085	0.004298466	0.003537244	0.003660388	0.003913296	0.003124339	0.00348439	0.003914436	0.003653739	0.003587467	0.003661345	0.003247488	0.003067931	0.003647234	0.003904709	0.003797745	0.00354318	0.004171623	0.004237708	0.003673808	0.003973191	0.0033387	0.003623766	0.003534896	0.004280585	0.003348076	0.003806242	0.003633085	0.003128251	0.003394522	0.003891962	0.004135834	0.003597618	0.003452487	0.003200947	0.003281563	0.003415685
Metabolism;Energy Metabolism;Photosynthesis - antenna proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29587E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43081E-08	0	0	0	0
Metabolism;Energy Metabolism;Photosynthesis proteins	0.00441219	0.003661847	0.003290019	0.003943184	0.004902443	0.003598965	0.003984287	0.003551023	0.003370404	0.004327452	0.004331835	0.003556528	0.003679329	0.003927018	0.003159601	0.003513837	0.003953044	0.003688163	0.003612808	0.003690356	0.003289182	0.003072379	0.003716765	0.003934306	0.003824884	0.003545604	0.004201109	0.00425372	0.003718996	0.00400208	0.003359627	0.003639736	0.003541226	0.004300955	0.003362778	0.003807935	0.003663633	0.003165195	0.003415933	0.00391815	0.004137507	0.003628118	0.003464382	0.003247409	0.003286074	0.003435234
Metabolism;Energy Metabolism;Sulfur metabolism	0.002952194	0.0026547	0.002727211	0.002833056	0.003127213	0.002477112	0.002807737	0.003015753	0.002674268	0.002975833	0.002780599	0.002900702	0.002942434	0.002247918	0.002884723	0.002630278	0.003189633	0.003798144	0.003226617	0.003052161	0.00292617	0.002991897	0.003410351	0.002808771	0.002678199	0.002416277	0.002970257	0.003312795	0.002767859	0.003027207	0.003217653	0.002865214	0.002890742	0.002818826	0.00300025	0.002551735	0.003228281	0.002788627	0.002537913	0.003201651	0.002656488	0.002966108	0.002860593	0.00319935	0.002909935	0.003488617
Metabolism;Enzyme Families;Cytochrome P450	3.1011E-07	4.31715E-08	4.29763E-07	3.28421E-08	3.72838E-08	0	0	4.30939E-08	0	6.97281E-07	6.302E-08	0	0	0	0	0	0	1.99098E-08	0	0	3.25733E-07	0	1.86522E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism;Enzyme Families;Peptidases	0.018314568	0.019111057	0.020013511	0.019407811	0.018186351	0.019480141	0.019071877	0.018665428	0.019083164	0.018715855	0.018684475	0.019112484	0.019377941	0.016537495	0.018256055	0.018511685	0.018666262	0.017716438	0.019100132	0.019019438	0.018666686	0.019259633	0.01735765	0.019045098	0.019133703	0.019788879	0.019417172	0.018360294	0.018852881	0.019146568	0.018344062	0.019253827	0.018757786	0.019371278	0.019186536	0.019721299	0.018798435	0.018418085	0.018702921	0.018862149	0.020640236	0.019419114	0.019352786	0.01819593	0.019426236	0.018600344
Metabolism;Enzyme Families;Protein kinases	0.003318278	0.002827472	0.002459039	0.002771346	0.003506948	0.002844761	0.002683707	0.003003256	0.002819778	0.003112418	0.003085174	0.002693774	0.002465069	0.001938117	0.003061179	0.002955877	0.002723075	0.003158205	0.002278035	0.002600321	0.002882413	0.002645565	0.003161344	0.003000077	0.00268153	0.002637935	0.002705743	0.003131284	0.002968662	0.002619885	0.002998745	0.002658834	0.002759374	0.002757521	0.002480014	0.002773617	0.002516394	0.002983093	0.002946166	0.002754498	0.002737262	0.002517375	0.00251044	0.003091344	0.002586125	0.002872239
Metabolism;Glycan Biosynthesis and Metabolism;Glycosaminoglycan biosynthesis - chondroitin sulfate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71541E-08	0	0	0	0
Metabolism;Glycan Biosynthesis and Metabolism;Glycosaminoglycan degradation	0.000712271	0.000700284	0.000858551	0.000925473	0.000411203	0.000707264	0.001101608	0.001086612	0.000745389	0.001065897	0.000378498	0.001221321	0.001448786	0.00102458	0.00151237	0.001023707	0.001381742	0.00168331	0.002511168	0.001771475	0.001233335	0.00109337	0.0014013	0.000976413	0.000871267	0.000298191	0.001193694	0.001029865	0.001287037	0.001327326	0.001356232	0.001304207	0.001448033	0.000529956	0.001708628	0.000815426	0.001865109	0.002112956	0.000796456	0.001246573	0.000278609	0.001610097	0.001450488	0.001379221	0.001012261	0.001453167
Metabolism;Glycan Biosynthesis and Metabolism;Glycosphingolipid biosynthesis - ganglio series	0.0003497	0.000447731	0.000569916	0.000594425	0.000101971	0.000510963	0.000752086	0.000589611	0.000438477	0.000592443	0.000183041	0.000790489	0.000915375	0.000434036	0.000860929	0.000682667	0.00092119	0.000814309	0.001625852	0.001082217	0.000785524	0.000711703	0.000826086	0.000533792	0.000534156	0.00020515	0.000682421	0.000491395	0.000804752	0.000917524	0.000741417	0.000773236	0.000929216	0.000297553	0.001121191	0.000364685	0.001083275	0.00110051	0.000530051	0.000785114	8.78724E-05	0.00104506	0.000912845	0.000811204	0.000687626	0.000753617
Metabolism;Glycan Biosynthesis and Metabolism;Glycosphingolipid biosynthesis - globo series	0.001220127	0.001339179	0.001292397	0.001497402	0.001146774	0.00136866	0.001476518	0.00142533	0.001066394	0.00167729	0.001104078	0.001715129	0.001711068	0.000934424	0.001546769	0.00151092	0.001639988	0.001403717	0.002440721	0.001711132	0.001622007	0.001704429	0.001370005	0.001210801	0.001394323	0.001338131	0.001443323	0.001307135	0.001470069	0.001640297	0.001507222	0.001353884	0.001892507	0.001258249	0.001989959	0.001335472	0.001761854	0.001753381	0.001408058	0.001537242	0.001369205	0.001899229	0.001780437	0.0015215	0.001691286	0.001546631
Metabolism;Glycan Biosynthesis and Metabolism;Glycosphingolipid biosynthesis - lacto and neolacto series	5.68535E-07	3.022E-07	1.32235E-07	8.21052E-08	2.9827E-07	1.01277E-05	0	4.30939E-07	7.49662E-08	1.64066E-07	6.302E-08	1.28129E-07	2.78137E-08	5.16356E-08	9.59519E-08	1.39409E-05	3.43183E-07	0	2.53406E-07	1.14557E-07	7.23852E-08	4.15714E-08	7.87538E-06	0	0	4.58743E-08	0	0	1.45883E-05	0	2.54989E-07	0	0	0	0	0	0	0	1.31973E-05	1.68299E-08	0	0	0	0	0	0
Metabolism;Glycan Biosynthesis and Metabolism;Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism;Glycan Biosynthesis and Metabolism;Glycosyltransferases	0.003072826	0.002879666	0.002737972	0.002852384	0.002961599	0.002598292	0.002988332	0.00328397	0.002537905	0.003183869	0.002579439	0.002840097	0.003147644	0.007028357	0.003228807	0.003012031	0.003309833	0.003937333	0.003615849	0.003341102	0.00323891	0.002846771	0.003477499	0.002797032	0.002893659	0.002395519	0.00290214	0.003438703	0.002814739	0.003219662	0.003478543	0.002777161	0.003066041	0.002641851	0.003079661	0.002553383	0.003750527	0.003395877	0.002835225	0.003228175	0.00292264	0.003248704	0.003011647	0.003509242	0.003033518	0.003518967
Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis	0.001037421	0.001567642	0.001539891	0.001606027	0.000591246	0.001348228	0.002397441	0.002373913	0.001548951	0.001121393	0.000816644	0.001699048	0.002647916	0.006203168	0.002711866	0.002292544	0.003037774	0.004195185	0.003878124	0.003498474	0.002768081	0.00188963	0.0033088	0.001489633	0.001932593	0.000138648	0.002072823	0.002288199	0.002450467	0.002858758	0.003060015	0.002199449	0.001968755	0.001055887	0.002420429	0.000522194	0.003571372	0.002645919	0.001812649	0.00262797	0.000191776	0.002865911	0.002339479	0.003504936	0.002053575	0.002766245
Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis proteins	0.00193493	0.002379697	0.002222669	0.002346123	0.00138196	0.002235956	0.003238638	0.003219932	0.002413236	0.0021062	0.001550165	0.002657129	0.003540484	0.007195927	0.004063229	0.003094459	0.003987963	0.004961949	0.00480314	0.004353754	0.003619729	0.002856207	0.004370215	0.002577024	0.002718254	0.000718683	0.002866646	0.003207327	0.003405373	0.003754971	0.003900004	0.003079051	0.003128689	0.001789753	0.003568515	0.001482025	0.004517543	0.004203437	0.002549959	0.003470121	0.000845901	0.003689306	0.003074689	0.004457022	0.003102472	0.003459001
Metabolism;Glycan Biosynthesis and Metabolism;N-Glycan biosynthesis	0.000118979	0.000167764	0.000142467	0.00019743	9.6304E-05	0.000168178	0.000222544	0.000242101	0.000174821	0.000117061	0.000135178	0.000194755	0.000207267	0.0017813	0.000201139	0.000203719	0.000313069	0.000420375	0.000333398	0.000310133	0.000260514	0.000219206	0.000325585	0.00023795	0.000186859	1.77304E-05	0.000227399	0.000255076	0.0002784	0.000273059	0.00030759	0.000227168	0.00020149	0.000107147	0.000250938	6.05535E-05	0.000420995	0.000153492	0.00017269	0.000282591	3.42177E-05	0.000259507	0.000219459	0.000316521	0.000226786	0.000296753
Metabolism;Glycan Biosynthesis and Metabolism;Other glycan degradation	0.002907434	0.002744842	0.002666863	0.002842432	0.002722162	0.002957134	0.003716954	0.003186621	0.002992725	0.004155387	0.002044714	0.00360874	0.00427774	0.001988384	0.004169999	0.00342743	0.004151662	0.003458325	0.006474605	0.004312714	0.003303731	0.003437418	0.003372321	0.003144167	0.002971887	0.001626276	0.003267647	0.003129646	0.00385148	0.003974722	0.003329939	0.003963783	0.004719716	0.002306786	0.004616903	0.002504649	0.004198786	0.005037883	0.002937076	0.003669269	0.001882454	0.004502546	0.003540123	0.003421551	0.003359996	0.002850177
Metabolism;Glycan Biosynthesis and Metabolism;Other types of O-glycan biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism;Glycan Biosynthesis and Metabolism;Peptidoglycan biosynthesis	0.007946615	0.007908926	0.007894403	0.007993039	0.007864601	0.00757167	0.00809593	0.007579008	0.007448639	0.007753975	0.008032052	0.007658242	0.008099948	0.007729142	0.007117427	0.007998555	0.008055373	0.007361194	0.008062278	0.008096634	0.007598669	0.007193938	0.007565236	0.007912841	0.00798633	0.00821503	0.007999211	0.008048097	0.007522307	0.00815554	0.007471527	0.007691308	0.007486781	0.008465278	0.007814232	0.007943436	0.008002992	0.007280894	0.00802759	0.008003437	0.008382814	0.007985729	0.0080643	0.007322017	0.007623943	0.007663892
Metabolism;Glycan Biosynthesis and Metabolism;Various types of N-glycan biosynthesis	1.29212E-06	1.29514E-07	4.29763E-07	4.7621E-07	3.72838E-07	8.80667E-08	2.69707E-07	6.46408E-07	5.24763E-07	2.05083E-07	1.8906E-07	3.84386E-07	3.61578E-07	7.74534E-08	4.7976E-08	8.69945E-08	5.14775E-07	1.59278E-07	0	1.94746E-06	4.34311E-07	3.74143E-07	3.1087E-06	3.82518E-07	6.52987E-08	2.29372E-08	1.93303E-07	2.21356E-07	2.17736E-07	3.82735E-07	1.27495E-07	2.14481E-07	2.58653E-07	1.20892E-08	5.30114E-08	1.02286E-07	2.77569E-07	1.81539E-08	1.17716E-07	6.73196E-07	2.53527E-08	0	1.0388E-06	1.28308E-07	1.0006E-06	1.11992E-07
Metabolism;Lipid Metabolism;Arachidonic acid metabolism	0.000125233	7.37369E-05	0.000146648	0.000121269	6.69989E-05	7.01892E-05	0.000168872	0.000137297	0.000154655	8.57246E-05	0.000128025	8.92415E-05	7.02017E-05	0.000715863	0.000157913	0.000106677	0.000126463	0.000312762	0.000141063	0.000185925	0.000135867	5.93224E-05	0.000369625	9.54383E-05	5.07371E-05	2.30824E-05	0.000136324	0.000183873	8.63574E-05	0.000211285	0.000175615	0.000136591	0.000111139	0.000132438	0.000105122	9.46716E-06	0.000260051	0.000204994	8.16036E-05	0.000160338	1.89554E-05	0.000137987	0.000152924	0.000193973	3.45472E-05	0.000262882
Metabolism;Lipid Metabolism;Biosynthesis of unsaturated fatty acids	0.001144047	0.001119954	0.001131153	0.001195123	0.001062065	0.001169629	0.001118222	0.001536771	0.001031235	0.001068686	0.001247606	0.001175515	0.000956512	0.000923632	0.001328335	0.001302547	0.001130704	0.002161841	0.001020297	0.001335301	0.00146323	0.001222491	0.001857036	0.001116905	0.001159626	0.001203421	0.00124083	0.001504496	0.001229471	0.001186755	0.001759425	0.001045445	0.001235583	0.001134842	0.001125644	0.001049184	0.001349093	0.001312439	0.00134899	0.001290465	0.001066925	0.001115408	0.001426414	0.001712949	0.00121082	0.002075418
Metabolism;Lipid Metabolism;Ether lipid metabolism	2.68762E-05	1.54986E-05	8.13244E-06	5.46821E-06	1.7337E-05	1.57199E-05	1.81962E-05	1.93061E-05	6.52206E-06	1.2264E-05	2.41051E-05	1.54395E-05	4.75614E-06	9.68168E-07	5.25337E-06	3.15572E-05	1.53575E-05	9.53677E-06	1.03896E-05	1.23148E-05	1.36084E-05	6.27729E-06	4.55943E-05	1.91259E-05	1.50318E-05	4.30454E-06	7.25632E-06	2.71087E-05	2.88584E-05	2.10198E-05	2.64096E-05	3.2997E-06	2.28023E-05	1.03726E-05	1.50376E-05	3.51183E-06	6.46119E-06	5.7548E-06	3.59427E-05	1.48103E-05	1.77469E-06	9.57196E-06	1.87373E-05	2.59467E-05	4.73971E-06	2.33938E-06
Metabolism;Lipid Metabolism;Fatty acid biosynthesis	0.004494525	0.004713374	0.004653145	0.00471292	0.004012815	0.004481863	0.004685992	0.004698139	0.004371128	0.004439714	0.00486281	0.004831535	0.004488484	0.004226698	0.004504176	0.004726366	0.004483091	0.004612374	0.004529462	0.004442764	0.004670399	0.004714783	0.004803153	0.0047041	0.004695433	0.005303593	0.004621396	0.004437932	0.004274541	0.004693867	0.004783705	0.004326487	0.00490502	0.005003643	0.004898641	0.004816307	0.004871597	0.004747819	0.004780213	0.004653919	0.005157978	0.004714467	0.004829324	0.00454132	0.00472749	0.00516201
Metabolism;Lipid Metabolism;Fatty acid elongation in mitochondria	1.0337E-07	0	7.70268E-06	3.05431E-06	5.03331E-06	1.46778E-07	1.43844E-06	4.64552E-05	4.79783E-06	0	6.302E-08	6.40643E-08	2.78137E-08	1.72979E-06	0	4.34972E-08	9.26595E-06	0.000119538	6.75749E-07	2.76081E-05	1.75896E-05	1.66286E-07	5.39878E-05	1.19537E-06	0	0	1.75163E-05	5.15759E-05	4.85719E-07	3.42931E-06	5.95582E-05	1.42547E-05	0	7.25355E-08	0	1.13651E-08	3.53438E-05	3.63079E-08	0	2.41341E-05	5.44238E-06	5.86669E-06	2.70997E-05	4.26266E-05	0	0.000100668
Metabolism;Lipid Metabolism;Fatty acid metabolism	0.002267161	0.002100508	0.002652664	0.002205805	0.001391206	0.002121674	0.002090245	0.00211173	0.002134437	0.001519663	0.002233837	0.002152431	0.00204308	0.003528675	0.0023158	0.002248394	0.002069225	0.002388016	0.002086037	0.002421641	0.002494031	0.002117566	0.003969192	0.00218627	0.00219828	0.002178167	0.002222886	0.001903925	0.002160694	0.002122712	0.002300184	0.00217122	0.001950336	0.002149879	0.002086988	0.001722284	0.002356915	0.002243174	0.002248945	0.002153149	0.001542102	0.002048589	0.002486742	0.002472972	0.00221139	0.002652511
Metabolism;Lipid Metabolism;Glycerolipid metabolism	0.004301016	0.004455209	0.004428677	0.004150976	0.004488481	0.004988951	0.004035244	0.004659656	0.004782917	0.004283031	0.004440734	0.004298712	0.00400308	0.004768085	0.004123678	0.004049549	0.00349498	0.00386741	0.003260827	0.00348676	0.004058021	0.004319522	0.003628167	0.003964788	0.004213267	0.005172208	0.003871289	0.004133981	0.004053472	0.003671841	0.004256879	0.004361364	0.004051003	0.004283909	0.003984707	0.005048554	0.003688213	0.004119947	0.004266015	0.003716965	0.004792857	0.003727783	0.004029722	0.003936677	0.004238229	0.004323279
